candidate_id,ref_id,marferret_name,tax_id,lineage,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta
150,715,Paraphysomonas_imperforata,37642,ochrophyte,genome,JGI-Phycocosm,2020,Parimp1_4_GeneCatalog_proteins_20180208.aa.fasta,aa,17134,150_Paraphysomonas_imperforata.faa
151,716,Pavlovales_sp_CCMP2436,483367,haptophyte,genome,JGI-Phycocosm,2016,Pavlov2436_1_GeneCatalog_proteins_20160817.aa.fasta,aa,26034,151_Pavlovales_sp_CCMP2436.faa
152,717,Pelagophyceae_sp_CCMP2097,483370,ochrophyte,genome,JGI-Phycocosm,2017,Pelago2097_1_GeneCatalog_proteins_20160408.aa.fasta,aa,19402,152_Pelagophyceae_sp_CCMP2097.faa
153,718,Phaeocystis_antarctica,33657,haptophyte,genome,JGI-Phycocosm,2019,Phaant1_GeneCatalog_proteins_20181014.aa.fasta,aa,41088,153_Phaeocystis_antarctica.faa
154,719,Phaeocystis_globosa,33658,haptophyte,genome,JGI-Phycocosm,2019,Phaglo1_GeneCatalog_proteins_20181013.aa.fasta,aa,32196,154_Phaeocystis_globosa.faa
155,720,Phaeodactylum_tricornutum_CCAP1055,556484,diatom,genome,JGI-Phycocosm,2008,Phatr2_chromosomes_geneModels_FilteredModels2_aa.fasta,aa,10025,155_Phaeodactylum_tricornutum_CCAP1055.faa
156,721,Phytophthora_capsici_LT1534,763924,stramenopile,genome,JGI-Phycocosm,2012,Phyca11_filtered_proteins.fasta,aa,19805,156_Phytophthora_capsici_LT1534.faa
157,722,Phytophthora_cinnamomi,622258,stramenopile,genome,JGI-Phycocosm,2012,Phyci1_GeneCatalog_proteins_20120612.aa.fasta,aa,26131,157_Phytophthora_cinnamomi.faa
158,723,Phytophthora_infestans_T30-4,403677,stramenopile,genome,JGI-Phycocosm,2009,Phyinf1_GeneCatalog_proteins_20180122.aa.fasta,aa,17797,158_Phytophthora_infestans_T30-4.faa
159,724,Phytophthora_sojae,67593,stramenopile,genome,JGI-Phycocosm,2006,Physo3_GeneCatalog_proteins_20110401.aa.fasta,aa,26584,159_Phytophthora_sojae.faa
160,725,Picochlorum_sp_BH-2019,2601844,chlorophyte,genome,JGI-Phycocosm,2019,Picre1_GeneCatalog_proteins_20200805.aa.fasta,aa,9010,160_Picochlorum_sp_BH-2019.faa
161,726,Picochlorum_soloecismus,2053932,chlorophyte,genome,JGI-Phycocosm,2018,Picsp_1_GeneCatalog_proteins_20170909.aa.fasta,aa,6861,161_Picochlorum_soloecismus.faa
163,727,Plasmodium_falciparum_3D7,36329,alveolate,genome,JGI-Phycocosm,2002,Plafal1_GeneCatalog_proteins_20180530.aa.fasta,aa,5392,163_Plasmodium_falciparum_3D7.faa
164,728,Porphyra_umbilicalis,2786,rhodophyte,genome,JGI-Phycocosm,2017,Porumb1_GeneCatalog_proteins_20180417.aa.fasta,aa,13567,164_Porphyra_umbilicalis.faa
165,729,Prasinoderma_coloniale,156133,Viridiplantae,genome,JGI-Phycocosm,2020,Praco1_GeneCatalog_proteins_20200803.aa.fasta,aa,7139,165_Prasinoderma_coloniale.faa
166,730,Pseudo-nitzschia_multiseries_CLN-47,635002,diatom,genome,JGI-Phycocosm,2012,Psemu1_GeneCatalog_proteins_20111011.aa.fasta,aa,19703,166_Pseudo-nitzschia_multiseries_CLN-47.faa
167,731,Neopyropia_yezoensis,2788,rhodophyte,genome,JGI-Phycocosm,2013,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta,aa,10327,167_Neopyropia_yezoensis.faa
168,732,Raphidocelis_subcapitata,307507,chlorophyte,genome,JGI-Phycocosm,2018,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta,aa,13383,168_Raphidocelis_subcapitata.faa
169,733,Reticulomyxa_filosa,46433,rhizaria,genome,JGI-Phycocosm,2014,Retfil1_GeneCatalog_proteins_20180531.aa.fasta,aa,39963,169_Reticulomyxa_filosa.faa
170,734,Saccharina_japonica,88149,ochrophyte,genome,JGI-Phycocosm,2015,Sacja1_GeneCatalog_proteins_20210418.aa.fasta,aa,18732,170_Saccharina_japonica.faa
171,735,Saprolegnia_parasitica_CBS223_65,695850,stramenopile,genome,JGI-Phycocosm,2013,Sappar1_GeneCatalog_proteins_20180131.aa.fasta,aa,20113,171_Saprolegnia_parasitica_CBS223_65.faa
172,736,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2020,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta,aa,15053,172_Scenedesmus_obliquus.faa
173,737,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2017,Sobl393_1_external_proteins_20200110.aa.fasta,aa,20146,173_Scenedesmus_obliquus.faa
174,738,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2017,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta,aa,22378,174_Scenedesmus_obliquus.faa
175,739,Scenedesmus_sp_NREL46B-D3,2650976,chlorophyte,genome,JGI-Phycocosm,2021,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta,aa,17406,175_Scenedesmus_sp_NREL46B-D3.faa
176,740,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,genome,JGI-Phycocosm,2013,Schag1_GeneCatalog_proteins_20121220.aa.fasta,aa,10612,176_Schizochytrium_aggregatum_ATCC28209.faa
177,741,Seminavis_robusta,568900,diatom,genome,JGI-Phycocosm,2020,Semro1_GeneCatalog_proteins_20200811.aa.fasta,aa,37455,177_Seminavis_robusta.faa
178,742,Symbiochloris_reticulata,40981,chlorophyte,genome,JGI-Phycocosm,2016,Dicre1_GeneCatalog_proteins_20171101.aa.fasta,aa,12582,178_Symbiochloris_reticulata.faa
179,743,Symbiodinium_microadriaticum,2951,dinoflagellate,genome,JGI-Phycocosm,2016,Symmic1_GeneCatalog_proteins_20180603.aa.fasta,aa,43403,179_Symbiodinium_microadriaticum.faa
180,744,Tetrabaena_socialis,47790,chlorophyte,genome,JGI-Phycocosm,2018,Tetso1_GeneCatalog_proteins_20200805.aa.fasta,aa,14296,180_Tetrabaena_socialis.faa
181,745,Tetrahymena_thermophila_SB210,312017,ciliate,genome,JGI-Phycocosm,2006,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta,aa,26994,181_Tetrahymena_thermophila_SB210.faa
182,746,Thalassiosira_oceanica_CCMP1005,637379,diatom,genome,JGI-Phycocosm,2012,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta,aa,34642,182_Thalassiosira_oceanica_CCMP1005.faa
183,747,Thalassiosira_pseudonana_CCMP1335,296543,diatom,genome,JGI-Phycocosm,2004,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta,aa,11390,183_Thalassiosira_pseudonana_CCMP1335.faa
184,748,Toxoplasma_gondii_ME49,508771,alveolate,genome,JGI-Phycocosm,2003,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta,aa,8318,184_Toxoplasma_gondii_ME49.faa
185,749,Trebouxia_sp_A1-2,2608996,chlorophyte,genome,JGI-Phycocosm,2020,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta,aa,13918,185_Trebouxia_sp_A1-2.faa
186,750,Tribonema_minus,303371,ochrophyte,genome,JGI-Phycocosm,2021,Trimin1_GeneCatalog_proteins_20201122.aa.fasta,aa,18290,186_Tribonema_minus.faa
187,751,Trichomonas_vaginalis_G3,412133,other,genome,JGI-Phycocosm,2007,Trivag1_GeneCatalog_proteins_20180531.aa.fasta,aa,59679,187_Trichomonas_vaginalis_G3.faa
188,752,Trypanosoma_brucei,185431,other,genome,JGI-Phycocosm,2005,Trybru1_GeneCatalog_proteins_20180531.aa.fasta,aa,8787,188_Trypanosoma_brucei.faa
189,753,Ulva_mutabilis,498180,chlorophyte,genome,JGI-Phycocosm,2018,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta,aa,12920,189_Ulva_mutabilis.faa
190,754,Undaria_pinnatifida,74381,ochrophyte,genome,JGI-Phycocosm,2020,Undpi1_ExternalModels_proteins_20200805.aa.fasta,aa,14300,190_Undaria_pinnatifida.faa
191,755,Vitrella_brassicaformis_CCMP3155,1169540,alveolate,genome,JGI-Phycocosm,2015,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta,aa,21239,191_Vitrella_brassicaformis_CCMP3155.faa
192,756,Volvox_carteri,3067,chlorophyte,genome,JGI-Phycocosm,2010,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta,aa,13076,192_Volvox_carteri.faa
193,757,Cephaloidophora_cf_communis,947086,alveolate,TSA,NCBI,2019,GHVH01.1.fsa_nt,nt,17513,193_Cephaloidophora_cf_communis.faa
194,758,Acytostelium_subglobosum,361139,amoebozoa,TSA,NCBI,2015,Acytostelium_subglobosum.SAMN02905743.fasta,nt,35062,194_Acytostelium_subglobosum.faa
196,759,Chrysochromulina_sp_KB-HA01,2802065,haptophyte,TSA,Zenodo,2021,KBHA01.filtered.Trinity.fasta,nt,70194,196_Chrysochromulina_sp_KB-HA01.faa
197,760,Chrysochromulina_sp_AL-TEMP,2802064,haptophyte,TSA,Zenodo,2021,ALTEMP.filtered.Trinity.fasta,nt,88686,197_Chrysochromulina_sp_AL-TEMP.faa
198,761,Chaetoceros_sp,49240,diatom,TSA,Zenodo,2022,AT125.filtered.Trinity.fasta,nt,78925,198_Chaetoceros_sp.faa
199,762,Pseudo-nitzschia_sp,1804765,diatom,TSA,Zenodo,2022,PnB2.filtered.Trinity.fasta,nt,36547,199_Pseudo-nitzschia_sp.faa
200,763,Crassostrea_gigas,29159,metazoa,genome,NCBI,2020,Crassostrea_gigas.protein.faa,aa,63341,200_Crassostrea_gigas.faa
201,764,Octopus_bimaculoides,37653,metazoa,genome,NCBI,2015,Octopus_bimaculoides.protein.faa,aa,23994,201_Octopus_bimaculoides.faa
202,765,Aplysia_californica,6500,metazoa,genome,NCBI,2013,Aplysia_californica.protein.faa,aa,26656,202_Aplysia_californica.faa
203,766,Daphnia_magna,35525,metazoa,genome,NCBI,2021,Daphnia_magna.protein.faa,aa,23583,203_Daphnia_magna.faa
204,767,Homarus_americanus,6706,metazoa,genome,NCBI,2021,Homarus_americanus.protein.faa,aa,40732,204_Homarus_americanus.faa
205,768,Oikopleura_dioica,34765,metazoa,genome,NCBI,2010,Oikopleura_dioica.protein.faa,aa,17152,205_Oikopleura_dioica.faa
206,769,Hippoglossus_stenolepis,195615,metazoa,genome,NCBI,2021,Hippoglossus_stenolepis.protein.faa,aa,43966,206_Hippoglossus_stenolepis.faa
207,770,Tursiops_truncatus,9739,metazoa,genome,NCBI,2020,Tursiops_truncatus.protein.faa,aa,55739,207_Tursiops_truncatus.faa
208,771,Dibothriocephalus_latus,60516,metazoa,genome,NCBI,2018,Dibothriocephalus_latus.protein.faa,aa,19930,208_Dibothriocephalus_latus.faa
209,772,Opisthorchis_viverrini,6198,metazoa,genome,NCBI,2014,Opisthorchis_viverrini.protein.faa,aa,16356,209_Opisthorchis_viverrini.faa
210,773,Capitella_teleta,283909,metazoa,genome,NCBI,2013,Capitella_teleta.protein.faa,aa,31978,210_Capitella_teleta.faa
211,774,Helobdella_robusta,6412,metazoa,genome,NCBI,2012,Helobdella_robusta.protein.faa,aa,23426,211_Helobdella_robusta.faa
212,775,Anisakis_simplex,6269,metazoa,genome,NCBI,2018,Anisakis_simplex.protein.faa,aa,20971,212_Anisakis_simplex.faa
213,776,Trichuris_trichiura,36087,metazoa,genome,NCBI,2014,Trichuris_trichiura.protein.faa,aa,9650,213_Trichuris_trichiura.faa
214,777,Hydra_vulgaris,6087,metazoa,genome,NCBI,2021,Hydra_vulgaris.protein.faa,aa,21990,214_Hydra_vulgaris.faa
215,778,Nematostella_vectensis,45351,metazoa,genome,NCBI,2007,Nematostella_vectensis.protein.faa,aa,34311,215_Nematostella_vectensis.faa
216,779,Apostichopus_japonicus,307972,metazoa,genome,NCBI,2017,Apostichopus_japonicus.protein.faa,aa,30221,216_Apostichopus_japonicus.faa
217,780,Strongylocentrotus_purpuratus,7668,metazoa,genome,NCBI,2019,Strongylocentrotus_purpuratus.protein.faa,aa,38439,217_Strongylocentrotus_purpuratus.faa
218,781,Bugula_neritina,10212,metazoa,genome,NCBI,2020,Bugula_neritina.protein.faa,aa,25318,218_Bugula_neritina.faa
219,782,Amphimedon_queenslandica,400682,metazoa,genome,NCBI,2010,Amphimedon_queenslandica.protein.faa,aa,24115,219_Amphimedon_queenslandica.faa
220,783,Lingula_anatina,7574,metazoa,genome,NCBI,2018,Lingula_anatina.protein.faa,aa,41392,220_Lingula_anatina.faa
221,784,Adineta_ricciae,249248,metazoa,genome,NCBI,2021,Adineta_ricciae.protein.faa,aa,49015,221_Adineta_ricciae.faa
222,785,Diacronema_lutheri,2081491,haptophyte,genome,NCBI,2021,Diacronema_lutheri.aa.fasta,aa,14446,222_Diacronema_lutheri.faa
223,786,Abedinium_folium,2713251,dinoflagellate,SAT,datadryad.org,2020,Abedinium_folium_DICHO17_03_rnaspades.fasta,nt,73074,223_Abedinium_folium.faa
224,787,Abedinium_dasypus,763927,dinoflagellate,SAT,datadryad.org,2020,Abedinium_dasypus_DSEL18_54_rnaspades.fasta,nt,27701,224_Abedinium_dasypus.faa
225,1,Porphyridium_aerugineum,2792,rhodophyte,TSA,MMETSP,2014,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18738,225_Porphyridium_aerugineum.faa
226,2,Diacronema_lutheri,2081491,haptophyte,TSA,MMETSP,2014,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24382,226_Diacronema_lutheri.faa
227,3,Odontella_aurita,265563,diatom,TSA,MMETSP,2014,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,71487,227_Odontella_aurita.faa
228,4,Trieres_chinensis,1514140,diatom,TSA,MMETSP,2014,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34184,228_Trieres_chinensis.faa
229,5,Skeletonema_costatum,2843,diatom,TSA,MMETSP,2014,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39020,229_Skeletonema_costatum.faa
230,6,Cylindrotheca_closterium,2856,diatom,TSA,MMETSP,2014,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,50848,230_Cylindrotheca_closterium.faa
231,7,Nitszchia_sp_RCC80,1606575,diatom,TSA,MMETSP,2014,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67212,231_Nitszchia_sp_RCC80.faa
232,8,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22008,232_Crypthecodinium_cohnii.faa
233,9,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,75768,233_Crypthecodinium_cohnii.faa
234,10,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,76238,234_Crypthecodinium_cohnii.faa
235,11,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22967,235_Crypthecodinium_cohnii.faa
236,12,Cryptomonas_paramecium,2898,cryptophyte,TSA,MMETSP,2014,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,92586,236_Cryptomonas_paramecium.faa
237,13,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43677,237_Emiliania_huxleyi.faa
238,14,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42025,238_Emiliania_huxleyi.faa
239,15,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42500,239_Emiliania_huxleyi.faa
240,16,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44405,240_Emiliania_huxleyi.faa
241,17,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31795,241_Emiliania_huxleyi.faa
242,18,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31404,242_Emiliania_huxleyi.faa
243,19,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37936,243_Emiliania_huxleyi.faa
244,20,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28709,244_Emiliania_huxleyi.faa
246,21,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56445,246_Emiliania_huxleyi.faa
247,22,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1152.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63604,247_Emiliania_huxleyi.faa
248,23,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1153.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62259,248_Emiliania_huxleyi.faa
249,24,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1154.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,61623,249_Emiliania_huxleyi.faa
250,25,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1155.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63067,250_Emiliania_huxleyi.faa
251,26,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60987,251_Emiliania_huxleyi.faa
252,27,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1157.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63211,252_Emiliania_huxleyi.faa
253,28,Tripos_fusus,2916,dinoflagellate,TSA,MMETSP,2014,MMETSP1074.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,118358,253_Tripos_fusus.faa
254,29,Tripos_fusus,2916,dinoflagellate,TSA,MMETSP,2014,MMETSP1075.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,121055,254_Tripos_fusus.faa
256,30,Alexandrium_catenella,2925,dinoflagellate,TSA,MMETSP,2014,MMETSP0790.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,112580,256_Alexandrium_catenella.faa
257,31,Alexandrium_tamarense,2926,dinoflagellate,TSA,MMETSP,2014,MMETSP0378.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24216,257_Alexandrium_tamarense.faa
258,32,Alexandrium_tamarense,2926,dinoflagellate,TSA,MMETSP,2014,MMETSP0382.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,132877,258_Alexandrium_tamarense.faa
260,33,Alexandrium_fundyense,2932,dinoflagellate,TSA,MMETSP,2014,MMETSP0196.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,4092,260_Alexandrium_fundyense.faa
261,34,Alexandrium_fundyense,2932,dinoflagellate,TSA,MMETSP,2014,MMETSP0347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23525,261_Alexandrium_fundyense.faa
263,35,Amphidinium_carterae,2961,dinoflagellate,TSA,MMETSP,2014,MMETSP0258.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,53453,263_Amphidinium_carterae.faa
264,36,Amphidinium_carterae,2961,dinoflagellate,TSA,MMETSP,2014,MMETSP0259.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54435,264_Amphidinium_carterae.faa
265,37,Amphidinium_carterae,2961,dinoflagellate,TSA,MMETSP,2014,MMETSP0398.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7843,265_Amphidinium_carterae.faa
266,38,Noctiluca_scintillans,2966,dinoflagellate,TSA,MMETSP,2014,MMETSP0253.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67220,266_Noctiluca_scintillans.faa
268,39,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP0451.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,3291,268_Oxyrrhis_marina.faa
269,40,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP0468.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47293,269_Oxyrrhis_marina.faa
272,41,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP0471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49861,272_Oxyrrhis_marina.faa
273,42,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP1424.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39050,273_Oxyrrhis_marina.faa
274,43,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP1425.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43772,274_Oxyrrhis_marina.faa
275,44,Oxyrrhis_marina,2969,dinoflagellate,TSA,MMETSP,2014,MMETSP1426.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,90623,275_Oxyrrhis_marina.faa
277,45,Ochromonas_sp_CCMP1899,420557,ochrophyte,TSA,MMETSP,2014,MMETSP1177.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24992,277_Ochromonas_sp_CCMP1899.faa
278,46,Ochromonas_sp_BG-1,1616673,ochrophyte,TSA,MMETSP,2014,MMETSP1105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26334,278_Ochromonas_sp_BG-1.faa
279,47,Mallomonas_sp,2003107,ochrophyte,TSA,MMETSP,2014,MMETSP1167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31110,279_Mallomonas_sp.faa
281,48,Hanusia_phi,3032,cryptophyte,TSA,MMETSP,2014,MMETSP1048.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36355,281_Hanusia_phi.faa
284,49,Dunaliella_tertiolecta,3047,chlorophyte,TSA,MMETSP,2014,MMETSP1128.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26282,284_Dunaliella_tertiolecta.faa
285,50,Chlamydomonas_sp_CCMP681,413974,chlorophyte,TSA,MMETSP,2014,MMETSP1180.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14899,285_Chlamydomonas_sp_CCMP681.faa
286,51,Tetraselmis_striata,3165,chlorophyte,TSA,MMETSP,2014,MMETSP0058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35316,286_Tetraselmis_striata.faa
287,52,Tetraselmis_striata,3165,chlorophyte,TSA,MMETSP,2014,MMETSP0817.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40683,287_Tetraselmis_striata.faa
288,53,Tetraselmis_striata,3165,chlorophyte,TSA,MMETSP,2014,MMETSP0818.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41735,288_Tetraselmis_striata.faa
289,54,Tetraselmis_striata,3165,chlorophyte,TSA,MMETSP,2014,MMETSP0819.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41091,289_Tetraselmis_striata.faa
290,55,Tetraselmis_striata,3165,chlorophyte,TSA,MMETSP,2014,MMETSP0820.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41266,290_Tetraselmis_striata.faa
291,56,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,TSA,MMETSP,2014,MMETSP0962.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8820,291_Schizochytrium_aggregatum_ATCC28209.faa
292,57,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,TSA,MMETSP,2014,MMETSP0963.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18957,292_Schizochytrium_aggregatum_ATCC28209.faa
293,58,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,TSA,MMETSP,2014,MMETSP0964.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30310,293_Schizochytrium_aggregatum_ATCC28209.faa
294,59,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,TSA,MMETSP,2014,MMETSP0965.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26655,294_Schizochytrium_aggregatum_ATCC28209.faa
297,60,Chrysotila_carterae,13221,haptophyte,TSA,MMETSP,2014,MMETSP1136.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41988,297_Chrysotila_carterae.faa
298,61,Chrysotila_carterae,13221,haptophyte,TSA,MMETSP,2014,MMETSP1137.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23492,298_Chrysotila_carterae.faa
299,62,Chrysotila_carterae,13221,haptophyte,TSA,MMETSP,2014,MMETSP1138.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31152,299_Chrysotila_carterae.faa
300,63,Ammonia_sp,43993,rhizaria,TSA,MMETSP,2014,MMETSP1384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62143,300_Ammonia_sp.faa
301,64,Chlorarachnion_reptans,29199,cercozoan,TSA,MMETSP,2014,MMETSP0109.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36097,301_Chlorarachnion_reptans.faa
304,65,Compsopogon_caeruleus,31354,rhodophyte,TSA,MMETSP,2014,MMETSP0312.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17896,304_Compsopogon_caeruleus.faa
305,66,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP1394.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25013,305_Asterionellopsis_glacialis.faa
306,67,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP0705.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17235,306_Asterionellopsis_glacialis.faa
307,68,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP0706.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24756,307_Asterionellopsis_glacialis.faa
308,69,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP0707.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27787,308_Asterionellopsis_glacialis.faa
309,70,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP0708.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18079,309_Asterionellopsis_glacialis.faa
310,71,Asterionellopsis_glacialis,33640,diatom,TSA,MMETSP,2014,MMETSP0713.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24519,310_Asterionellopsis_glacialis.faa
311,72,Thalassionema_nitzschioides,33649,diatom,TSA,MMETSP,2014,MMETSP0156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29470,311_Thalassionema_nitzschioides.faa
