ref_id,marferret_name,tax_id,lineage.v1,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file,source_name,addnl_id,source_reference,source_link,source_filename
163,Plasmodium_falciparum_3D7,36329,alveolate,genome,JGI-Phycocosm,2002,Plafal1_GeneCatalog_proteins_20180530.aa.fasta.gz,aa,5392,Plafal1_GeneCatalog_proteins_20180530.aa.fasta,5392,Plafal1_GeneCatalog_proteins_20180530.PFAM34.0.domtblout.tab,Plasmodium falciparum 3D7,,"Gardner MJ et al., 2002",,
164,Porphyra_umbilicalis,2786,rhodophyte,genome,JGI-Phycocosm,2017,Porumb1_GeneCatalog_proteins_20180417.aa.fasta.gz,aa,13567,Porumb1_GeneCatalog_proteins_20180417.aa.fasta,13567,Porumb1_GeneCatalog_proteins_20180417.aa.PFAM34.0.domtblout.tab,Porphyra umbilicalis isolate 4086291,,"Brawley SH et al., 2017",,
165,Prasinoderma_coloniale,156133,Viridiplantae,genome,JGI-Phycocosm,2020,Praco1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,7139,Praco1_GeneCatalog_proteins_20200803.aa.fasta,7139,Praco1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab,Prasinoderma coloniale CCMP1413,,"Li L et al., 2020",,
166,Pseudo-nitzschia_multiseries_CLN-47,635002,diatom,genome,JGI-Phycocosm,2012,Psemu1_GeneCatalog_proteins_20111011.aa.fasta.gz,aa,19703,Psemu1_GeneCatalog_proteins_20111011.aa.fasta,19703,Psemu1_GeneCatalog_proteins_20111011.PFAM34.0.domtblout.tab,Pseudo-nitzschia multiseries CLN-47,,hold-unpublished,,
167,Neopyropia_yezoensis,2788,rhodophyte,genome,JGI-Phycocosm,2013,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,10327,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta,10327,Pyrye1_GeneCatalog_proteins_20200804.PFAM34.0.domtblout.tab,Pyropia yezoensis U-51,,"Nakamura Y et al., 2013",,
168,Raphidocelis_subcapitata,307507,chlorophyte,genome,JGI-Phycocosm,2018,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta.gz,aa,13383,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta,13383,Rapsub1_GeneCatalog_proteins_20191119.aa.PFAM34.0.domtblout.tab,Raphidocelis subcapitata NIES-35,,"Suzuki S et al., 2018",,
169,Reticulomyxa_filosa,46433,rhizaria,genome,JGI-Phycocosm,2014,Retfil1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,39963,Retfil1_GeneCatalog_proteins_20180531.aa.fasta,39963,Retfil1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab,Reticulomyxa filosa,,"Glockner G et al., 2014",,
170,Saccharina_japonica,88149,ochrophyte,genome,JGI-Phycocosm,2015,Sacja1_GeneCatalog_proteins_20210418.aa.fasta.gz,aa,18732,Sacja1_GeneCatalog_proteins_20210418.aa.fasta,18732,Sacja1_GeneCatalog_proteins_20210418.PFAM34.0.domtblout.tab,Saccharina japonica str. Ja,,"Ye N et al., 2015",,
171,Saprolegnia_parasitica_CBS223_65,695850,stramenopile,genome,JGI-Phycocosm,2013,Sappar1_GeneCatalog_proteins_20180131.aa.fasta.gz,aa,20113,Sappar1_GeneCatalog_proteins_20180131.aa.fasta,20113,Sappar1_GeneCatalog_proteins_20180131.PFAM34.0.domtblout.tab,Saprolegnia parasitica CBS 223.65,,"Jiang RH et al., 2013",,
172,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2020,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta.gz,aa,15053,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta,15053,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.PFAM34.0.domtblout.tab,Scenedesmus obliquus EN0004 v1.0,,hold-unpublished,,
173,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2017,Sobl393_1_external_proteins_20200110.aa.fasta.gz,aa,20146,Sobl393_1_external_proteins_20200110.aa.fasta,20146,Sobl393_1_external_proteins_20200110.aa.PFAM34.0.domtblout.tab,Scenedesmus obliquus UTEX 393,,"Carreres BM et al., 2017",,
174,Scenedesmus_obliquus,3088,chlorophyte,genome,JGI-Phycocosm,2017,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta.gz,aa,22378,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta,22378,Sceobl1_GeneCatalog_proteins_20200506.aa.PFAM34.0.domtblout.tab,Scenedesmus obliquus UTEX B 3031,,"Starkenburg SR et al., 2017",,
175,Scenedesmus_sp_NREL46B-D3,2650976,chlorophyte,genome,JGI-Phycocosm,2021,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta.gz,aa,17406,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta,17406,Scesp_1_GeneCatalog_proteins_20191220.aa.PFAM34.0.domtblout.tab,Scenedesmus sp. NREL 46B-D3 v1.0,,"Calhoun S et al., 2021",,
176,Schizochytrium_aggregatum_ATCC28209,876976,stramenopile,genome,JGI-Phycocosm,2013,Schag1_GeneCatalog_proteins_20121220.aa.fasta.gz,aa,10612,Schag1_GeneCatalog_proteins_20121220.aa.fasta,10612,Schag1_GeneCatalog_proteins_20121220.PFAM34.0.domtblout.tab,Schizochytrium aggregatum ATCC 28209,,hold-unpublished,,
177,Seminavis_robusta,568900,diatom,genome,JGI-Phycocosm,2020,Semro1_GeneCatalog_proteins_20200811.aa.fasta.gz,aa,37455,Semro1_GeneCatalog_proteins_20200811.aa.fasta,37455,Semro1_GeneCatalog_proteins_20200811.PFAM34.0.domtblout.tab,Seminavis robusta D6,,"Osuna-Cruz CM et al., 2020",,
178,Symbiochloris_reticulata,40981,chlorophyte,genome,JGI-Phycocosm,2016,Dicre1_GeneCatalog_proteins_20171101.aa.fasta.gz,aa,12582,Dicre1_GeneCatalog_proteins_20171101.aa.fasta,12582,Dicre1_GeneCatalog_proteins_20171101.aa.PFAM34.0.domtblout.tab,Symbiochloris reticulata Spain reference genome v1.0,,hold-unpublished,,
179,Symbiodinium_microadriaticum,2951,dinoflagellate,genome,JGI-Phycocosm,2016,Symmic1_GeneCatalog_proteins_20180603.aa.fasta.gz,aa,43403,Symmic1_GeneCatalog_proteins_20180603.aa.fasta,43403,Symmic1_GeneCatalog_proteins_20180603.PFAM34.0.domtblout.tab,Symbiodinium microadriaticum CCMP2467,,"Aranda M et al., 2016",,
180,Tetrabaena_socialis,47790,chlorophyte,genome,JGI-Phycocosm,2018,Tetso1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,14296,Tetso1_GeneCatalog_proteins_20200805.aa.fasta,14296,Tetso1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab,Tetrabaena socialis NIES-571,,"Featherston J et al., 2018",,
181,Tetrahymena_thermophila_SB210,312017,ciliate,genome,JGI-Phycocosm,2006,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta.gz,aa,26994,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta,26994,Tetthe1_GeneCatalog_proteins_20191114.PFAM34.0.domtblout.tab,Tetrahymena thermophila SB210,,"Eisen JA et al., 2006",,
182,Thalassiosira_oceanica_CCMP1005,637379,diatom,genome,JGI-Phycocosm,2012,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta.gz,aa,34642,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta,34642,Thaoce1_GeneCatalog_proteins_20171026.aa.PFAM34.0.domtblout.tab,Thalassiosira oceanica CCMP1005,,"Lommer M et al., 2012",,
183,Thalassiosira_pseudonana_CCMP1335,296543,diatom,genome,JGI-Phycocosm,2004,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta.gz,aa,11390,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta,11390,Thaps3_chromosomes_geneModels_FilteredModels2_aa.PFAM34.0.domtblout.tab,Thalassiosira pseudonana CCMP 1335,,"Armbrust EV et al., 2004",,
184,Toxoplasma_gondii_ME49,508771,alveolate,genome,JGI-Phycocosm,2003,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta.gz,aa,8318,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta,8318,Toxgon1_GeneCatalog_proteins_20180601.PFAM34.0.domtblout.tab,Toxoplasma gondii ME49,,"Kissinger JC et al., 2003",,
185,Trebouxia_sp_A1-2,2608996,chlorophyte,genome,JGI-Phycocosm,2020,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,13918,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta,13918,TrebA12_1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab,Trebouxia sp. A1-2,,"Greshake Tzovaras B et al., 2020",,
186,Tribonema_minus,303371,ochrophyte,genome,JGI-Phycocosm,2021,Trimin1_GeneCatalog_proteins_20201122.aa.fasta.gz,aa,18290,Trimin1_GeneCatalog_proteins_20201122.aa.fasta,18290,Trimin1_GeneCatalog_proteins_20201122.PFAM34.0.domtblout.tab,Tribonema minus UTEX B ZZ1240 v1.0,,"Mahan KM et al., 2021",,
187,Trichomonas_vaginalis_G3,412133,other,genome,JGI-Phycocosm,2007,Trivag1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,59679,Trivag1_GeneCatalog_proteins_20180531.aa.fasta,59679,Trivag1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab,Trichomonas vaginalis G3,,"Carlton JM et al., 2007",,
188,Trypanosoma_brucei,185431,other,genome,JGI-Phycocosm,2005,Trybru1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,8787,Trybru1_GeneCatalog_proteins_20180531.aa.fasta,8787,Trybru1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab,Trypanosoma brucei brucei TREU927,,"Berriman M et al., 2005",,
189,Ulva_mutabilis,498180,chlorophyte,genome,JGI-Phycocosm,2018,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,12920,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta,12920,Ulvmu1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab,Ulva mutabilis Foyn,,"De Clerck O et al., 2018",,
190,Undaria_pinnatifida,74381,ochrophyte,genome,JGI-Phycocosm,2020,Undpi1_ExternalModels_proteins_20200805.aa.fasta.gz,aa,14300,Undpi1_ExternalModels_proteins_20200805.aa.fasta,14300,Undpi1_ExternalModels_proteins_20200805.PFAM34.0.domtblout.tab,Undaria pinnatifida M23,,"Shan T et al., 2020",,
191,Vitrella_brassicaformis_CCMP3155,1169540,alveolate,genome,JGI-Phycocosm,2015,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta.gz,aa,21239,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta,21239,Vitbras1_GeneCatalog_proteins_20200717.PFAM34.0.domtblout.tab,Vitrella brassicaformis CCMP3155,,"Woo YH et al., 2015",,
192,Volvox_carteri,3067,chlorophyte,genome,JGI-Phycocosm,2010,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta.gz,aa,13076,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta,13076,Volca2_1_GeneCatalog_proteins_20200117.aa.PFAM34.0.domtblout.tab,Volvox carteri v2.1,,"Prochnik SE et al., 2010",,
193,Cephaloidophora_cf_communis,947086,alveolate,TSA,NCBI,2019,GHVH01.1.fsa_nt.gz,nt,17513,GHVH01.6tr.bf1.fasta,105078,GHVH01.PFAM34.0.domtblout.tab,Cephaloidophora cf. communis,,Janouskovec 2019,https://www.ncbi.nlm.nih.gov/nuccore/GHVH00000000.1,
194,Acytostelium_subglobosum,361139,amoebozoa,TSA,NCBI,2015,Acytostelium_subglobosum.SAMN02905743.fasta,nt,35062,Acytostelium_subglobosum.SAMN02905743.6tr.bf1.fasta,210372,Acytostelium_subglobosum.SAMN02905743.PFAM34.0.domtblout.tab,Acytostelium subglobosum,,Urushihara 2015,https://www.ncbi.nlm.nih.gov/biosample/SAMN02905743,
195,Malassezia_globosa,76773,fungus,TSA,NCBI,2007,Malassezia_globosa.SAMN01758921.fasta,nt,1392,Malassezia_globosa.SAMN01758921.6tr.bf1.fasta,8352,Malassezia_globosa.SAMN01758921.PFAM34.0.domtblout.tab,Malassezia globosa,,"Xu,J. 2007",https://www.ncbi.nlm.nih.gov/biosample/SAMN01758921,
196,Chrysochromulina_sp_KB-HA01,2802065,haptophyte,TSA,Zenodo,2021,KBHA01.Trinity.fasta.gz,aa,421164,KBHA01.no_BAV.6tr.fasta,421164,KBHA01.PFAM34.0.domtblout.tab,Chrysochromulina sp KB-HA01,,Lambert 2021,,
197,Chrysochromulina_sp_AL-TEMP,2802064,haptophyte,TSA,Zenodo,2021,ALTEMP.Trinity.fasta.gz,aa,532116,ALTEMP.no_BAV.6tr.fasta,532116,ALTEMP.PFAM34.0.domtblout.tab,Chrysochromulina sp AL-TEMP,,Lambert 2021,,
198,Chaetoceros_sp,49240,diatom,TSA,Zenodo,2022,AT125.combined.no_BAV.6tr.fasta,aa,473550,AT125.combined.no_BAV.6tr.fasta,473550,AT125.PFAM34.0.domtblout.tab,ATCH2 -- Chaetoceros sp.,,,,
199,Pseudo-nitzschia_sp,1804765,diatom,TSA,Zenodo,2022,PnB2.Trinity.fasta.gz,aa,219282,PnB2.no_BAV.6tr.fasta,219282,PnB2.PFAM34.0.domtblout.tab,Pn B2 -- Pseudo-nitzschia sp.,,,,
200,Crassostrea_gigas,29159,metazoa,genome,NCBI,2020,Crassostrea_gigas.protein.faa,aa,63341,Crassostrea_gigas.protein.faa,63341,Crassostrea_gigas.PFAM34.0.domtblout.tab,Crassostrea gigas,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_902806645.1/,
201,Octopus_bimaculoides,37653,metazoa,genome,NCBI,2015,Octopus_bimaculoides.protein.faa,aa,23994,Octopus_bimaculoides.protein.faa,23994,Octopus_bimaculoides.PFAM34.0.domtblout.tab,Octopus bimaculoides,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_001194135.1/,
202,Aplysia_californica,6500,metazoa,genome,NCBI,2013,Aplysia_californica.protein.faa,aa,26656,Aplysia_californica.protein.faa,26656,Aplysia_californica.PFAM34.0.domtblout.tab,Aplysia californica,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000002075.1/,
203,Daphnia_magna,35525,metazoa,genome,NCBI,2021,Daphnia_magna.protein.faa,aa,23583,Daphnia_magna.protein.faa,23583,Daphnia_magna.PFAM34.0.domtblout.tab,Daphnia magna,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_020631705.1/,
204,Homarus_americanus,6706,metazoa,genome,NCBI,2021,Homarus_americanus.protein.faa,aa,40732,Homarus_americanus.protein.faa,40732,Homarus_americanus.PFAM34.0.domtblout.tab,Homarus americanus,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_018991925.1/,
205,Oikopleura_dioica,34765,metazoa,genome,NCBI,2010,Oikopleura_dioica.protein.faa,aa,17152,Oikopleura_dioica.protein.faa,17152,Oikopleura_dioica.PFAM34.0.domtblout.tab,Oikopleura dioica,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_000209535.1/,
206,Hippoglossus_stenolepis,195615,metazoa,genome,NCBI,2021,Hippoglossus_stenolepis.protein.faa,aa,43966,Hippoglossus_stenolepis.protein.faa,43966,Hippoglossus_stenolepis.PFAM34.0.domtblout.tab,Hippoglossus stenolepis,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_022539355.2/,
207,Tursiops_truncatus,9739,metazoa,genome,NCBI,2020,Tursiops_truncatus.protein.faa,aa,55739,Tursiops_truncatus.protein.faa,55739,Tursiops_truncatus.PFAM34.0.domtblout.tab,Tursiops truncatus,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_011762595.1/,
208,Dibothriocephalus_latus,60516,metazoa,genome,NCBI,2018,Dibothriocephalus_latus.protein.faa,aa,19930,Dibothriocephalus_latus.protein.faa,19930,Dibothriocephalus_latus.PFAM34.0.domtblout.tab,Dibothriocephalus latus,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_900617775.1/,
209,Opisthorchis_viverrini,6198,metazoa,genome,NCBI,2014,Opisthorchis_viverrini.protein.faa,aa,16356,Opisthorchis_viverrini.protein.faa,16356,Opisthorchis_viverrini.PFAM34.0.domtblout.tab,Opisthorchis viverrini,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000715545.1/,
210,Capitella_teleta,283909,metazoa,genome,NCBI,2013,Capitella_teleta.protein.faa,aa,31978,Capitella_teleta.protein.faa,31978,Capitella_teleta.PFAM34.0.domtblout.tab,Capitella teleta,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_000328365.1/,
211,Helobdella_robusta,6412,metazoa,genome,NCBI,2012,Helobdella_robusta.protein.faa,aa,23426,Helobdella_robusta.protein.faa,23426,Helobdella_robusta.PFAM34.0.domtblout.tab,Helobdella robusta,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000326865.1/,
212,Anisakis_simplex,6269,metazoa,genome,NCBI,2018,Anisakis_simplex.protein.faa,aa,20971,Anisakis_simplex.protein.faa,20971,Anisakis_simplex.PFAM34.0.domtblout.tab,Anisakis simplex,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_900617985.1/,
213,Trichuris_trichiura,36087,metazoa,genome,NCBI,2014,Trichuris_trichiura.protein.faa,aa,9650,Trichuris_trichiura.protein.faa,9650,Trichuris_trichiura.PFAM34.0.domtblout.tab,Trichuris trichiura,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_000613005.1/,
214,Hydra_vulgaris,6087,metazoa,genome,NCBI,2021,Hydra_vulgaris.protein.faa,aa,21990,Hydra_vulgaris.protein.faa,21990,Hydra_vulgaris.PFAM34.0.domtblout.tab,Hydra vulgaris,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_022113875.1/,
215,Nematostella_vectensis,45351,metazoa,genome,NCBI,2007,Nematostella_vectensis.protein.faa,aa,34311,Nematostella_vectensis.protein.faa,34311,Nematostella_vectensis.PFAM34.0.domtblout.tab,Nematostella vectensis,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000209225.1/,
216,Apostichopus_japonicus,307972,metazoa,genome,NCBI,2017,Apostichopus_japonicus.protein.faa,aa,30221,Apostichopus_japonicus.protein.faa,30221,Apostichopus_japonicus.PFAM34.0.domtblout.tab,Apostichopus japonicus,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_002754855.1/,
217,Strongylocentrotus_purpuratus,7668,metazoa,genome,NCBI,2019,Strongylocentrotus_purpuratus.protein.faa,aa,38439,Strongylocentrotus_purpuratus.protein.faa,38439,Strongylocentrotus_purpuratus.PFAM34.0.domtblout.tab,Strongylocentrotus purpuratus,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000002235.5/,
218,Bugula_neritina,10212,metazoa,genome,NCBI,2020,Bugula_neritina.protein.faa,aa,25318,Bugula_neritina.protein.faa,25318,Bugula_neritina.PFAM34.0.domtblout.tab,Bugula neritina,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_010799875.2/,
219,Amphimedon_queenslandica,400682,metazoa,genome,NCBI,2010,Amphimedon_queenslandica.protein.faa,aa,24115,Amphimedon_queenslandica.protein.faa,24115,Amphimedon_queenslandica.PFAM34.0.domtblout.tab,Amphimedon queenslandica,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000090795.1/,
220,Lingula_anatina,7574,metazoa,genome,NCBI,2018,Lingula_anatina.protein.faa,aa,41392,Lingula_anatina.protein.faa,41392,Lingula_anatina.PFAM34.0.domtblout.tab,Lingula anatina,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_001039355.2/,
221,Adineta_ricciae,249248,metazoa,genome,NCBI,2021,Adineta_ricciae.protein.faa,aa,49015,Adineta_ricciae.protein.faa,49015,Adineta_ricciae.PFAM34.0.domtblout.tab,Adineta ricciae,,,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_905250025.1/,
222,Diacronema_lutheri,2081491,haptophyte,genome,NCBI,2021,Diacronema_lutheri.aa.fasta,aa,14446,Diacronema_lutheri.aa.fasta,14446,Diacronema_lutheri.PFAM34.0.domtblout.tab,Diacronema lutheri,,"Hulatt et al., 2021",https://www.ncbi.nlm.nih.gov/nuccore/PRJNA725470,
223,Abedinium_folium,2713251,dinoflagellate,SAT,datadryad.org,2020,Abedinium_folium_DICHO17_03_rnaspades.fasta,nt,73074,Abedinium_folium_DICHO17_03.6tr.bf1.fasta,438444,Abedinium_folium_DICHO17_03.PFAM34.0.domtblout.tab,Abedinium folium,,"Cooney et al., 2020",https://datadryad.org/stash/dataset/doi:10.5061/dryad.pg4f4qrk0,
224,Abedinium_dasypus,763927,dinoflagellate,SAT,datadryad.org,2020,Abedinium_dasypus_DSEL18_54_rnaspades.fasta,nt,27701,Abedinium_dasypus_DSEL18_54.6tr.bf1.fasta,166206,Abedinium_dasypus_DSEL18_54.PFAM34.0.domtblout.tab,Abedinium dasypus,,"Cooney et al., 2020",https://datadryad.org/stash/dataset/doi:10.5061/dryad.pg4f4qrk0,
225,Porphyridium_aerugineum,2792,rhodophyte,TSA,MMETSP,2014,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18738,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18738,MMETSP0313.pep.PFAM34.0.domtblout.tab,"Porphyridium aerugineum, Strain SAG 1380-2",MMETSP0313,"Keeling et al., 2014",,
226,Diacronema_lutheri,2081491,haptophyte,TSA,MMETSP,2014,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24382,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24382,MMETSP1463.pep.PFAM34.0.domtblout.tab,"Pavlova lutheri, Strain RCC1537",MMETSP1463,"Keeling et al., 2014",,
227,Odontella_aurita,265563,diatom,TSA,MMETSP,2014,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,71487,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,71487,MMETSP0015.pep.PFAM34.0.domtblout.tab,Odontella aurita isolate 1302-5,MMETSP0015,"Keeling et al., 2014",,
228,Trieres_chinensis,1514140,diatom,TSA,MMETSP,2014,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34184,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34184,MMETSP0160.pep.PFAM34.0.domtblout.tab,"Odontella Sinensis, Strain Grunow 1884",MMETSP0160,"Keeling et al., 2014",,
229,Skeletonema_costatum,2843,diatom,TSA,MMETSP,2014,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39020,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39020,MMETSP0013.pep.PFAM34.0.domtblout.tab,Skeletonema costatum RA080513-05,MMETSP0013,"Keeling et al., 2014",,
230,Cylindrotheca_closterium,2856,diatom,TSA,MMETSP,2014,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,50848,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,50848,MMETSP0017.pep.PFAM34.0.domtblout.tab,Cylindrotheca closterium KMMCC:B-181,MMETSP0017,"Keeling et al., 2014",,
231,Nitszchia_sp_RCC80,1606575,diatom,TSA,MMETSP,2014,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67212,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,67212,MMETSP0014.pep.PFAM34.0.domtblout.tab,Nitszchia sp. ROS97004,MMETSP0014,"Keeling et al., 2014",,
232,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22008,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22008,MMETSP0323.pep.PFAM34.0.domtblout.tab,"Crypthecodinium cohnii, Strain Seligo",MMETSP0323,"Keeling et al., 2014",,
233,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,75768,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,75768,MMETSP0324.pep.PFAM34.0.domtblout.tab,"Crypthecodinium cohnii, Strain Seligo",MMETSP0324,"Keeling et al., 2014",,
234,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,76238,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,76238,MMETSP0325.pep.PFAM34.0.domtblout.tab,"Crypthecodinium cohnii, Strain Seligo",MMETSP0325,"Keeling et al., 2014",,
235,Crypthecodinium_cohnii,2866,dinoflagellate,TSA,MMETSP,2014,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22967,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22967,MMETSP0326.pep.PFAM34.0.domtblout.tab,"Crypthecodinium cohnii, Strain Seligo",MMETSP0326,"Keeling et al., 2014",,
236,Cryptomonas_paramecium,2898,cryptophyte,TSA,MMETSP,2014,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,92586,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,92586,MMETSP0038.pep.PFAM34.0.domtblout.tab,Cryptomonas paramecium CCAP977/2a,MMETSP0038,"Keeling et al., 2014",,
237,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43677,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43677,MMETSP0994.pep.PFAM34.0.domtblout.tab,"Emiliania huxleyi, Strain 379",MMETSP0994,"Keeling et al., 2014",,
238,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42025,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42025,MMETSP0995.pep.PFAM34.0.domtblout.tab,"Emiliania huxleyi, Strain 379",MMETSP0995,"Keeling et al., 2014",,
239,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42500,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42500,MMETSP0996.pep.PFAM34.0.domtblout.tab,"Emiliania huxleyi, Strain 379",MMETSP0996,"Keeling et al., 2014",,
240,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44405,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44405,MMETSP0997.pep.PFAM34.0.domtblout.tab,"Emiliania huxleyi, Strain 379",MMETSP0997,"Keeling et al., 2014",,
241,Emiliania_huxleyi,2903,haptophyte,TSA,MMETSP,2014,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31795,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31795,MMETSP1006.pep.PFAM34.0.domtblout.tab,"Emiliania huxleyi, Strain 374",MMETSP1006,"Keeling et al., 2014",,
