ref_id,tax_id,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file
117,113528,Enacos1_GeneCatalog_proteins_20200927.aa.fasta.gz,aa,19918,Enacos1_GeneCatalog_proteins_20200927.aa.fasta,19918,Enacos1_GeneCatalog_proteins_20200927.aa.PFAM34.0.domtblout.tab
118,1519565,Fisso1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,20413,Fisso1_GeneCatalog_proteins_20200805.aa.fasta,20413,Fisso1_GeneCatalog_proteins_20200805.PFAM34.0.domtblout.tab
119,269715,Flerot1_GeneCatalog_proteins_20200927.aa.fasta.gz,aa,16799,Flerot1_GeneCatalog_proteins_20200927.aa.fasta,16799,Flerot1_GeneCatalog_proteins_20200927.aa.PFAM34.0.domtblout.tab
120,635003,Fracy1_GeneModels_FilteredModels3_aa.fasta.gz,aa,21066,Fracy1_GeneModels_FilteredModels3_aa.fasta,21066,Fracy1_GeneModels_FilteredModels3_aa.PFAM34.0.domtblout.tab
121,2697096,Fugka2468_1_ExternalModels_proteins_20200813.aa.fasta.gz,aa,26609,Fugka2468_1_ExternalModels_proteins_20200813.aa.fasta,26609,Fugka2468_1_ExternalModels_proteins_20200813.PFAM34.0.domtblout.tab
122,1389228,Galph1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,6125,Galph1_GeneCatalog_proteins_20200805.aa.fasta,6125,Galph1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab
123,130081,Gsu002_1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,5912,Gsu002_1_GeneCatalog_proteins_20200805.aa.fasta,5912,Gsu002_1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab
124,184922,Giaint1_GeneCatalog_proteins_20191115.aa.fasta.gz,aa,6502,Giaint1_GeneCatalog_proteins_20191115.aa.fasta,6502,Giaint1_GeneCatalog_proteins_20191115.PFAM34.0.domtblout.tab
125,33097,Gonpec1_GeneCatalog_proteins_20180501.aa.fasta.gz,aa,16290,Gonpec1_GeneCatalog_proteins_20180501.aa.fasta,16290,Gonpec1_GeneCatalog_proteins_20180501.aa.PFAM34.0.domtblout.tab
126,448386,Graco1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,10806,Graco1_GeneCatalog_proteins_20200803.aa.fasta,10806,Graco1_GeneCatalog_proteins_20200803.PFAM34.0.domtblout.tab
127,905079,Guith1_GeneCatalog_proteins_20101209.aa.fasta.gz,aa,24840,Guith1_GeneCatalog_proteins_20101209.aa.fasta,24840,Guith1_GeneCatalog_proteins_20101209.PFAM34.0.domtblout.tab
128,559515,Hyaar1_GeneCatalog_proteins_20210111.aa.fasta.gz,aa,9138,Hyaar1_GeneCatalog_proteins_20210111.aa.fasta,9138,Hyaar1_GeneCatalog_proteins_20210111.PFAM34.0.domtblout.tab
129,105231,Klenit1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,16132,Klenit1_GeneCatalog_proteins_20200807.aa.fasta,16132,Klenit1_GeneCatalog_proteins_20200807.aa.PFAM34.0.domtblout.tab
130,41882,Mesovir1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,9300,Mesovir1_GeneCatalog_proteins_20200803.aa.fasta,9300,Mesovir1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab
131,184485,Mesen1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,11080,Mesen1_GeneCatalog_proteins_20200803.aa.fasta,11080,Mesen1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab
132,554055,Micco1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,10070,Micco1_GeneCatalog_proteins_20200804.aa.fasta,10070,Micco1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab
133,296587,MicpuN3v2_GeneCatalog_proteins_20160404.aa.fasta.gz,aa,10307,MicpuN3v2_GeneCatalog_proteins_20160404.aa.fasta,10307,MicpuN3v2_GeneCatalog_proteins_20160404.aa.PFAM34.0.domtblout.tab
134,564608,MicpuC3v2_GeneCatalog_proteins_20160125.aa.fasta.gz,aa,9895,MicpuC3v2_GeneCatalog_proteins_20160125.aa.fasta,9895,MicpuC3v2_GeneCatalog_proteins_20160125.aa.PFAM34.0.domtblout.tab
135,659878,Mintr2_GeneCatalog_proteins_20160618.aa.fasta.gz,aa,25179,Mintr2_GeneCatalog_proteins_20160618.aa.fasta,25179,Mintr2_GeneCatalog_proteins_20160618.PFAM34.0.domtblout.tab
136,145388,Monneg1_GeneCatalog_proteins_20170920.aa.fasta.gz,aa,16755,Monneg1_GeneCatalog_proteins_20170920.aa.fasta,16755,Monneg1_GeneCatalog_proteins_20170920.aa.PFAM34.0.domtblout.tab
137,5762,Naegr1_best_proteins.fasta.gz,aa,15753,Naegr1_best_proteins.fasta,15753,Naegr1_best_proteins.PFAM34.0.domtblout.tab
138,72520,Nangad1_GeneCatalog_proteins_20180307.aa.fasta.gz,aa,10929,Nangad1_GeneCatalog_proteins_20180307.aa.fasta,10929,Nangad1_GeneCatalog_proteins_20180307.PFAM34.0.domtblout.tab
139,1149776,Nanoce1779_2_GeneCatalog_proteins_20180119.aa.fasta.gz,aa,10641,Nanoce1779_2_GeneCatalog_proteins_20180119.aa.fasta,10641,Nanoce1779_2_GeneCatalog_proteins_20180119.aa.PFAM34.0.domtblout.tab
140,1027361,Nansal1776_1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,8927,Nansal1776_1_GeneCatalog_proteins_20200807.aa.fasta,8927,Nansal1776_1_GeneCatalog_proteins_20200807.PFAM34.0.domtblout.tab
141,2185085,Nemde1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,17099,Nemde1_GeneCatalog_proteins_20200804.aa.fasta,17099,Nemde1_GeneCatalog_proteins_20200804.PFAM34.0.domtblout.tab
142,303405,Nithil2_GeneCatalog_proteins_20201125.aa.fasta.gz,aa,17968,Nithil2_GeneCatalog_proteins_20201125.aa.fasta,17968,Nithil2_GeneCatalog_proteins_20201125.PFAM34.0.domtblout.tab
143,483371,Ochro2298_1_GeneCatalog_proteins_20160817.aa.fasta.gz,aa,20195,Ochro2298_1_GeneCatalog_proteins_20160817.aa.fasta,20195,Ochro2298_1_GeneCatalog_proteins_20160817.PFAM34.0.domtblout.tab
144,420556,Ochro1393_1_4_GeneCatalog_proteins_20181204.aa.fasta.gz,aa,19714,Ochro1393_1_4_GeneCatalog_proteins_20181204.aa.fasta,19714,Ochro1393_1_4_GeneCatalog_proteins_20181204.PFAM34.0.domtblout.tab
145,385169,OstreococcusRCC809v2.FilteredModels3.proteins.fasta.gz,aa,7492,OstreococcusRCC809v2.FilteredModels3.proteins.fasta,7492,OstreococcusRCC809v2.FilteredModels3.proteins.PFAM34.0.domtblout.tab
146,70448,Ostta1115_2_GeneCatalog_proteins_20170131.aa.fasta.gz,aa,8218,Ostta1115_2_GeneCatalog_proteins_20170131.aa.fasta,8218,Ostta1115_2_GeneCatalog_proteins_20170131.aa.PFAM34.0.domtblout.tab
147,70448,Ostta4221_3_GeneCatalog_proteins_20161028.aa.fasta.gz,aa,7669,Ostta4221_3_GeneCatalog_proteins_20161028.aa.fasta,7669,Ostta4221_3_GeneCatalog_proteins_20161028.aa.PFAM34.0.domtblout.tab
148,1172189,Oxytri1_GeneCatalog_proteins_20191115.aa.fasta.gz,aa,24578,Oxytri1_GeneCatalog_proteins_20191115.aa.fasta,24578,Oxytri1_GeneCatalog_proteins_20191115.PFAM34.0.domtblout.tab
149,412030,Partet1_GeneCatalog_proteins_20191116.aa.fasta.gz,aa,39580,Partet1_GeneCatalog_proteins_20191116.aa.fasta,39580,Partet1_GeneCatalog_proteins_20191116.PFAM34.0.domtblout.tab
150,37642,Parimp1_4_GeneCatalog_proteins_20180208.aa.fasta.gz,aa,17134,Parimp1_4_GeneCatalog_proteins_20180208.aa.fasta,17134,Parimp1_4_GeneCatalog_proteins_20180208.PFAM34.0.domtblout.tab
151,483367,Pavlov2436_1_GeneCatalog_proteins_20160817.aa.fasta.gz,aa,26034,Pavlov2436_1_GeneCatalog_proteins_20160817.aa.fasta,26034,Pavlov2436_1_GeneCatalog_proteins_20160817.PFAM34.0.domtblout.tab
152,483370,Pelago2097_1_GeneCatalog_proteins_20160408.aa.fasta.gz,aa,19402,Pelago2097_1_GeneCatalog_proteins_20160408.aa.fasta,19402,Pelago2097_1_GeneCatalog_proteins_20160408.PFAM34.0.domtblout.tab
153,33657,Phaant1_GeneCatalog_proteins_20181014.aa.fasta.gz,aa,41088,Phaant1_GeneCatalog_proteins_20181014.aa.fasta,41088,Phaant1_GeneCatalog_proteins_20181014.PFAM34.0.domtblout.tab
154,33658,Phaglo1_GeneCatalog_proteins_20181013.aa.fasta.gz,aa,32196,Phaglo1_GeneCatalog_proteins_20181013.aa.fasta,32196,Phaglo1_GeneCatalog_proteins_20181013.PFAM34.0.domtblout.tab
155,556484,Phatr2_chromosomes_geneModels_FilteredModels2_aa.fasta.gz,aa,10025,Phatr2_chromosomes_geneModels_FilteredModels2_aa.fasta,10025,Phatr2_chromosomes_geneModels_FilteredModels2_aa.PFAM34.0.domtblout.tab
156,763924,Phyca11_filtered_proteins.fasta.gz,aa,19805,Phyca11_filtered_proteins.fasta,19805,Phyca11_filtered_proteins.PFAM34.0.domtblout.tab
157,622258,Phyci1_GeneCatalog_proteins_20120612.aa.fasta.gz,aa,26131,Phyci1_GeneCatalog_proteins_20120612.aa.fasta,26131,Phyci1_GeneCatalog_proteins_20120612.PFAM34.0.domtblout.tab
158,403677,Phyinf1_GeneCatalog_proteins_20180122.aa.fasta.gz,aa,17797,Phyinf1_GeneCatalog_proteins_20180122.aa.fasta,17797,Phyinf1_GeneCatalog_proteins_20180122.PFAM34.0.domtblout.tab
159,67593,Physo3_GeneCatalog_proteins_20110401.aa.fasta.gz,aa,26584,Physo3_GeneCatalog_proteins_20110401.aa.fasta,26584,Physo3_GeneCatalog_proteins_20110401.PFAM34.0.domtblout.tab
160,2601844,Picre1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,9010,Picre1_GeneCatalog_proteins_20200805.aa.fasta,9010,Picre1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab
161,2053932,Picsp_1_GeneCatalog_proteins_20170909.aa.fasta.gz,aa,6861,Picsp_1_GeneCatalog_proteins_20170909.aa.fasta,6861,Picsp_1_GeneCatalog_proteins_20170909.aa.PFAM34.0.domtblout.tab
162,2320818,Pico_ML_1_GeneCatalog_proteins_20200807.aa.fasta.gz,aa,5613,Pico_ML_1_GeneCatalog_proteins_20200807.aa.fasta,5613,Pico_ML_1_GeneCatalog_proteins_20200807.aa.PFAM34.0.domtblout.tab
163,36329,Plafal1_GeneCatalog_proteins_20180530.aa.fasta.gz,aa,5392,Plafal1_GeneCatalog_proteins_20180530.aa.fasta,5392,Plafal1_GeneCatalog_proteins_20180530.PFAM34.0.domtblout.tab
164,2786,Porumb1_GeneCatalog_proteins_20180417.aa.fasta.gz,aa,13567,Porumb1_GeneCatalog_proteins_20180417.aa.fasta,13567,Porumb1_GeneCatalog_proteins_20180417.aa.PFAM34.0.domtblout.tab
165,156133,Praco1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,7139,Praco1_GeneCatalog_proteins_20200803.aa.fasta,7139,Praco1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab
166,635002,Psemu1_GeneCatalog_proteins_20111011.aa.fasta.gz,aa,19703,Psemu1_GeneCatalog_proteins_20111011.aa.fasta,19703,Psemu1_GeneCatalog_proteins_20111011.PFAM34.0.domtblout.tab
167,2788,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,10327,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta,10327,Pyrye1_GeneCatalog_proteins_20200804.PFAM34.0.domtblout.tab
168,307507,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta.gz,aa,13383,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta,13383,Rapsub1_GeneCatalog_proteins_20191119.aa.PFAM34.0.domtblout.tab
169,46433,Retfil1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,39963,Retfil1_GeneCatalog_proteins_20180531.aa.fasta,39963,Retfil1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab
170,88149,Sacja1_GeneCatalog_proteins_20210418.aa.fasta.gz,aa,18732,Sacja1_GeneCatalog_proteins_20210418.aa.fasta,18732,Sacja1_GeneCatalog_proteins_20210418.PFAM34.0.domtblout.tab
171,695850,Sappar1_GeneCatalog_proteins_20180131.aa.fasta.gz,aa,20113,Sappar1_GeneCatalog_proteins_20180131.aa.fasta,20113,Sappar1_GeneCatalog_proteins_20180131.PFAM34.0.domtblout.tab
172,3088,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta.gz,aa,15053,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta,15053,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.PFAM34.0.domtblout.tab
173,3088,Sobl393_1_external_proteins_20200110.aa.fasta.gz,aa,20146,Sobl393_1_external_proteins_20200110.aa.fasta,20146,Sobl393_1_external_proteins_20200110.aa.PFAM34.0.domtblout.tab
174,3088,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta.gz,aa,22378,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta,22378,Sceobl1_GeneCatalog_proteins_20200506.aa.PFAM34.0.domtblout.tab
175,2650976,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta.gz,aa,17406,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta,17406,Scesp_1_GeneCatalog_proteins_20191220.aa.PFAM34.0.domtblout.tab
176,876976,Schag1_GeneCatalog_proteins_20121220.aa.fasta.gz,aa,10612,Schag1_GeneCatalog_proteins_20121220.aa.fasta,10612,Schag1_GeneCatalog_proteins_20121220.PFAM34.0.domtblout.tab
177,568900,Semro1_GeneCatalog_proteins_20200811.aa.fasta.gz,aa,37455,Semro1_GeneCatalog_proteins_20200811.aa.fasta,37455,Semro1_GeneCatalog_proteins_20200811.PFAM34.0.domtblout.tab
178,40981,Dicre1_GeneCatalog_proteins_20171101.aa.fasta.gz,aa,12582,Dicre1_GeneCatalog_proteins_20171101.aa.fasta,12582,Dicre1_GeneCatalog_proteins_20171101.aa.PFAM34.0.domtblout.tab
179,2951,Symmic1_GeneCatalog_proteins_20180603.aa.fasta.gz,aa,43403,Symmic1_GeneCatalog_proteins_20180603.aa.fasta,43403,Symmic1_GeneCatalog_proteins_20180603.PFAM34.0.domtblout.tab
180,47790,Tetso1_GeneCatalog_proteins_20200805.aa.fasta.gz,aa,14296,Tetso1_GeneCatalog_proteins_20200805.aa.fasta,14296,Tetso1_GeneCatalog_proteins_20200805.aa.PFAM34.0.domtblout.tab
181,312017,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta.gz,aa,26994,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta,26994,Tetthe1_GeneCatalog_proteins_20191114.PFAM34.0.domtblout.tab
182,637379,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta.gz,aa,34642,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta,34642,Thaoce1_GeneCatalog_proteins_20171026.aa.PFAM34.0.domtblout.tab
183,296543,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta.gz,aa,11390,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta,11390,Thaps3_chromosomes_geneModels_FilteredModels2_aa.PFAM34.0.domtblout.tab
184,508771,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta.gz,aa,8318,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta,8318,Toxgon1_GeneCatalog_proteins_20180601.PFAM34.0.domtblout.tab
185,2608996,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta.gz,aa,13918,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta,13918,TrebA12_1_GeneCatalog_proteins_20200804.aa.PFAM34.0.domtblout.tab
186,303371,Trimin1_GeneCatalog_proteins_20201122.aa.fasta.gz,aa,18290,Trimin1_GeneCatalog_proteins_20201122.aa.fasta,18290,Trimin1_GeneCatalog_proteins_20201122.PFAM34.0.domtblout.tab
187,412133,Trivag1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,59679,Trivag1_GeneCatalog_proteins_20180531.aa.fasta,59679,Trivag1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab
188,185431,Trybru1_GeneCatalog_proteins_20180531.aa.fasta.gz,aa,8787,Trybru1_GeneCatalog_proteins_20180531.aa.fasta,8787,Trybru1_GeneCatalog_proteins_20180531.PFAM34.0.domtblout.tab
189,498180,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta.gz,aa,12920,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta,12920,Ulvmu1_GeneCatalog_proteins_20200803.aa.PFAM34.0.domtblout.tab
190,74381,Undpi1_ExternalModels_proteins_20200805.aa.fasta.gz,aa,14300,Undpi1_ExternalModels_proteins_20200805.aa.fasta,14300,Undpi1_ExternalModels_proteins_20200805.PFAM34.0.domtblout.tab
191,1169540,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta.gz,aa,21239,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta,21239,Vitbras1_GeneCatalog_proteins_20200717.PFAM34.0.domtblout.tab
192,3067,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta.gz,aa,13076,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta,13076,Volca2_1_GeneCatalog_proteins_20200117.aa.PFAM34.0.domtblout.tab
193,947086,GHVH01.1.fsa_nt.gz,nt,17513,GHVH01.6tr.bf1.fasta,105078,GHVH01.PFAM34.0.domtblout.tab
194,361139,Acytostelium_subglobosum.SAMN02905743.fasta,nt,35062,Acytostelium_subglobosum.SAMN02905743.6tr.bf1.fasta,210372,Acytostelium_subglobosum.SAMN02905743.PFAM34.0.domtblout.tab
195,76773,Malassezia_globosa.SAMN01758921.fasta,nt,1392,Malassezia_globosa.SAMN01758921.6tr.bf1.fasta,8352,Malassezia_globosa.SAMN01758921.PFAM34.0.domtblout.tab
196,2802065,KBHA01.Trinity.fasta.gz,aa,421164,KBHA01.no_BAV.6tr.fasta,421164,KBHA01.PFAM34.0.domtblout.tab
197,2802064,ALTEMP.Trinity.fasta.gz,aa,532116,ALTEMP.no_BAV.6tr.fasta,532116,ALTEMP.PFAM34.0.domtblout.tab
198,49240,AT125.combined.no_BAV.6tr.fasta,aa,473550,AT125.combined.no_BAV.6tr.fasta,473550,AT125.PFAM34.0.domtblout.tab
199,1804765,PnB2.Trinity.fasta.gz,aa,219282,PnB2.no_BAV.6tr.fasta,219282,PnB2.PFAM34.0.domtblout.tab
200,29159,Crassostrea_gigas.protein.faa,aa,63341,Crassostrea_gigas.protein.faa,63341,Crassostrea_gigas.PFAM34.0.domtblout.tab
201,37653,Octopus_bimaculoides.protein.faa,aa,23994,Octopus_bimaculoides.protein.faa,23994,Octopus_bimaculoides.PFAM34.0.domtblout.tab
202,6500,Aplysia_californica.protein.faa,aa,26656,Aplysia_californica.protein.faa,26656,Aplysia_californica.PFAM34.0.domtblout.tab
203,35525,Daphnia_magna.protein.faa,aa,23583,Daphnia_magna.protein.faa,23583,Daphnia_magna.PFAM34.0.domtblout.tab
204,6706,Homarus_americanus.protein.faa,aa,40732,Homarus_americanus.protein.faa,40732,Homarus_americanus.PFAM34.0.domtblout.tab
205,34765,Oikopleura_dioica.protein.faa,aa,17152,Oikopleura_dioica.protein.faa,17152,Oikopleura_dioica.PFAM34.0.domtblout.tab
206,195615,Hippoglossus_stenolepis.protein.faa,aa,43966,Hippoglossus_stenolepis.protein.faa,43966,Hippoglossus_stenolepis.PFAM34.0.domtblout.tab
207,9739,Tursiops_truncatus.protein.faa,aa,55739,Tursiops_truncatus.protein.faa,55739,Tursiops_truncatus.PFAM34.0.domtblout.tab
208,60516,Dibothriocephalus_latus.protein.faa,aa,19930,Dibothriocephalus_latus.protein.faa,19930,Dibothriocephalus_latus.PFAM34.0.domtblout.tab
209,6198,Opisthorchis_viverrini.protein.faa,aa,16356,Opisthorchis_viverrini.protein.faa,16356,Opisthorchis_viverrini.PFAM34.0.domtblout.tab
210,283909,Capitella_teleta.protein.faa,aa,31978,Capitella_teleta.protein.faa,31978,Capitella_teleta.PFAM34.0.domtblout.tab
211,6412,Helobdella_robusta.protein.faa,aa,23426,Helobdella_robusta.protein.faa,23426,Helobdella_robusta.PFAM34.0.domtblout.tab
212,6269,Anisakis_simplex.protein.faa,aa,20971,Anisakis_simplex.protein.faa,20971,Anisakis_simplex.PFAM34.0.domtblout.tab
213,36087,Trichuris_trichiura.protein.faa,aa,9650,Trichuris_trichiura.protein.faa,9650,Trichuris_trichiura.PFAM34.0.domtblout.tab
214,6087,Hydra_vulgaris.protein.faa,aa,21990,Hydra_vulgaris.protein.faa,21990,Hydra_vulgaris.PFAM34.0.domtblout.tab
215,45351,Nematostella_vectensis.protein.faa,aa,34311,Nematostella_vectensis.protein.faa,34311,Nematostella_vectensis.PFAM34.0.domtblout.tab
216,307972,Apostichopus_japonicus.protein.faa,aa,30221,Apostichopus_japonicus.protein.faa,30221,Apostichopus_japonicus.PFAM34.0.domtblout.tab
217,7668,Strongylocentrotus_purpuratus.protein.faa,aa,38439,Strongylocentrotus_purpuratus.protein.faa,38439,Strongylocentrotus_purpuratus.PFAM34.0.domtblout.tab
218,10212,Bugula_neritina.protein.faa,aa,25318,Bugula_neritina.protein.faa,25318,Bugula_neritina.PFAM34.0.domtblout.tab
219,400682,Amphimedon_queenslandica.protein.faa,aa,24115,Amphimedon_queenslandica.protein.faa,24115,Amphimedon_queenslandica.PFAM34.0.domtblout.tab
220,7574,Lingula_anatina.protein.faa,aa,41392,Lingula_anatina.protein.faa,41392,Lingula_anatina.PFAM34.0.domtblout.tab
221,249248,Adineta_ricciae.protein.faa,aa,49015,Adineta_ricciae.protein.faa,49015,Adineta_ricciae.PFAM34.0.domtblout.tab
222,2081491,Diacronema_lutheri.aa.fasta,aa,14446,Diacronema_lutheri.aa.fasta,14446,Diacronema_lutheri.PFAM34.0.domtblout.tab
223,2713251,Abedinium_folium_DICHO17_03_rnaspades.fasta,nt,73074,Abedinium_folium_DICHO17_03.6tr.bf1.fasta,438444,Abedinium_folium_DICHO17_03.PFAM34.0.domtblout.tab
224,763927,Abedinium_dasypus_DSEL18_54_rnaspades.fasta,nt,27701,Abedinium_dasypus_DSEL18_54.6tr.bf1.fasta,166206,Abedinium_dasypus_DSEL18_54.PFAM34.0.domtblout.tab
225,2792,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18738,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18738,MMETSP0313.pep.PFAM34.0.domtblout.tab
226,2081491,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24382,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24382,MMETSP1463.pep.PFAM34.0.domtblout.tab
227,265563,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,71487,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,71487,MMETSP0015.pep.PFAM34.0.domtblout.tab
228,1514140,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34184,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34184,MMETSP0160.pep.PFAM34.0.domtblout.tab
229,2843,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39020,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39020,MMETSP0013.pep.PFAM34.0.domtblout.tab
230,2856,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,50848,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,50848,MMETSP0017.pep.PFAM34.0.domtblout.tab
231,1606575,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67212,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,67212,MMETSP0014.pep.PFAM34.0.domtblout.tab
232,2866,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22008,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22008,MMETSP0323.pep.PFAM34.0.domtblout.tab
233,2866,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,75768,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,75768,MMETSP0324.pep.PFAM34.0.domtblout.tab
234,2866,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,76238,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,76238,MMETSP0325.pep.PFAM34.0.domtblout.tab
235,2866,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22967,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22967,MMETSP0326.pep.PFAM34.0.domtblout.tab
236,2898,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,92586,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,92586,MMETSP0038.pep.PFAM34.0.domtblout.tab
237,2903,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43677,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43677,MMETSP0994.pep.PFAM34.0.domtblout.tab
238,2903,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42025,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42025,MMETSP0995.pep.PFAM34.0.domtblout.tab
239,2903,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42500,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42500,MMETSP0996.pep.PFAM34.0.domtblout.tab
240,2903,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44405,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44405,MMETSP0997.pep.PFAM34.0.domtblout.tab
241,2903,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31795,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31795,MMETSP1006.pep.PFAM34.0.domtblout.tab
242,2903,MMETSP1007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31404,MMETSP1007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31404,MMETSP1007.pep.PFAM34.0.domtblout.tab
243,2903,MMETSP1008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37936,MMETSP1008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37936,MMETSP1008.pep.PFAM34.0.domtblout.tab
244,2903,MMETSP1009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28709,MMETSP1009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28709,MMETSP1009.pep.PFAM34.0.domtblout.tab
245,2903,MMETSP1150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60672,MMETSP1150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60672,MMETSP1150.pep.PFAM34.0.domtblout.tab
246,2903,MMETSP1151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56445,MMETSP1151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,56445,MMETSP1151.pep.PFAM34.0.domtblout.tab
